Family	Genus	Species
Rosaceae	Potentilla L.	Potentilla semiloba Jord. ex Verl.
Rosaceae	Potentilla L.	Potentilla semipinnata Velen.
Rosaceae	Potentilla L.	Potentilla semiternata Huter & Porta ex Dalla Torre & Sarnth.
Rosaceae	Potentilla L.	Potentilla sergievskajae Peschkova
Rosaceae	Potentilla L.	Potentilla sergievskajae Peshkova
Rosaceae	Potentilla L.	Potentilla sericata (S.Watson) Greene
Rosaceae	Potentilla L.	Potentilla sericea Hook.f.
Rosaceae	Potentilla L.	Potentilla sericea L.
Rosaceae	Potentilla L.	Potentilla sericoleuca (Rydb.) Howell
Rosaceae	Potentilla L.	Potentilla serotina Zimmeter
Rosaceae	Potentilla L.	Potentilla serrata Soják
Rosaceae	Potentilla L.	Potentilla setosa (S.Watson) Mosyakin & Shiyan
Rosaceae	Potentilla L.	Potentilla seytrei Gand.
Rosaceae	Potentilla L.	Potentilla shockleyi (S.Watson) Jeps.
Rosaceae	Potentilla L.	Potentilla siegfriedii Zimmeter
Rosaceae	Potentilla L.	Potentilla sierrae-blancae Wooton & Rydb. ex Rydb.
Rosaceae	Potentilla L.	Potentilla sieversiana Otto ex Sweet
Rosaceae	Potentilla L.	Potentilla sikkimensis Prain
Rosaceae	Potentilla L.	Potentilla silesiaca R.Uechtr.
Rosaceae	Potentilla L.	Potentilla similata Jord. ex Verl.
Rosaceae	Potentilla L.	Potentilla simplex Michx.
Rosaceae	Potentilla L.	Potentilla simulatrix Th.Wolf
Rosaceae	Potentilla L.	Potentilla sinonivea Hultén
Rosaceae	Potentilla L.	Potentilla sintenisii Siegfr. & R.Keller
Rosaceae	Potentilla L.	Potentilla sischanensis Bunge ex Lehm.
Rosaceae	Potentilla L.	Potentilla skofitzii Blocki
Rosaceae	Potentilla L.	Potentilla smirnovii Kechaykin
Rosaceae	Potentilla L.	Potentilla sommerfeltii Lehm.
Rosaceae	Potentilla L.	Potentilla soongarica Bunge
Rosaceae	Potentilla L.	Potentilla soongorica Bunge
Rosaceae	Potentilla L.	Potentilla sordida Fr.
Rosaceae	Potentilla L.	Potentilla sordida Klotzsch ex Lehm.
Rosaceae	Potentilla L.	Potentilla sororia Wender.
Rosaceae	Potentilla L.	Potentilla speciosa Meikle
Rosaceae	Potentilla L.	Potentilla speciosa Willd.
Rosaceae	Potentilla L.	Potentilla sphenophylla Th.Wolf
Rosaceae	Potentilla L.	Potentilla splendens Ramond, 1805
Rosaceae	Potentilla L.	Potentilla splendens Wall.
Rosaceae	Potentilla L.	Potentilla spodiochlora Soják
Rosaceae	Potentilla L.	Potentilla spoliata Soják
Rosaceae	Potentilla L.	Potentilla sprengeliana Hassk.
Rosaceae	Potentilla L.	Potentilla squalida Soják
Rosaceae	Potentilla L.	Potentilla squamosa Soják
Rosaceae	Potentilla L.	Potentilla ssawellanica Bien.
Rosaceae	Potentilla L.	Potentilla staminea Rydb.
Rosaceae	Potentilla L.	Potentilla stellulata Davidov
Rosaceae	Potentilla L.	Potentilla steneloba P.J.Müll. ex Th.Wolf
Rosaceae	Potentilla L.	Potentilla stenotoma Borbás
Rosaceae	Potentilla L.	Potentilla stenotoma Borbás ex Baen.
Rosaceae	Potentilla L.	Potentilla stepposa Soják
Rosaceae	Potentilla L.	Potentilla sterilis (L.) Garcke
Rosaceae	Potentilla L.	Potentilla sterilis Richt., 1888
Rosaceae	Potentilla L.	Potentilla sterneri T.Gregor & Karlsson
Rosaceae	Potentilla L.	Potentilla stewartiana M.Shah & C.C.Wilcock
Rosaceae	Potentilla L.	Potentilla stipitata Soják
Rosaceae	Potentilla L.	Potentilla stipularis L.
Rosaceae	Potentilla L.	Potentilla stolonifera Lehm. ex Ledeb.
Rosaceae	Potentilla L.	Potentilla straussii (Bornm.) Bornm.
Rosaceae	Potentilla L.	Potentilla stricta Jord. ex Verl.
Rosaceae	Potentilla L.	Potentilla strigosa Bunge
Rosaceae	Potentilla L.	Potentilla suavis Soják
Rosaceae	Potentilla L.	Potentilla subacaulis C.C.Gmel.
Rosaceae	Potentilla L.	Potentilla subacaulis DC.
Rosaceae	Potentilla L.	Potentilla subacaulis Jacq.
Rosaceae	Potentilla L.	Potentilla subacaulis Lapeyr.
Rosaceae	Potentilla L.	Potentilla subacaulis Lehm.
Rosaceae	Potentilla L.	Potentilla subacaulis Scop.
Rosaceae	Potentilla L.	Potentilla subacaulis Vill.
Rosaceae	Potentilla L.	Potentilla subacaulis Wulfen
Rosaceae	Potentilla L.	Potentilla subgorodkovii Jurtzev
Rosaceae	Potentilla L.	Potentilla subjuga Rydb.
Rosaceae	Potentilla L.	Potentilla sublaevis O.Schwarz
Rosaceae	Potentilla L.	Potentilla subopaca Zimmeter
Rosaceae	Potentilla L.	Potentilla subpalmata Ledeb.
Rosaceae	Potentilla L.	Potentilla subvahliana Jurtzev
Rosaceae	Potentilla L.	Potentilla subviscosa Greene
Rosaceae	Potentilla L.	Potentilla sundaica (Blume) W.Theob.
Rosaceae	Potentilla L.	Potentilla sunhangii D.G.Zhang, Heng C.Wang & T.Deng
Rosaceae	Potentilla L.	Potentilla supina L.
Rosaceae	Potentilla L.	Potentilla supina Michx.
Rosaceae	Potentilla L.	Potentilla syenitea Jord. ex Verl.
Rosaceae	Potentilla L.	Potentilla szovitsii Th.Wolf
Rosaceae	Potentilla L.	Potentilla taiwanensis S.S.Ying
Rosaceae	Potentilla L.	Potentilla tanacetifolia Schur
Rosaceae	Potentilla L.	Potentilla tanacetifolia Willd. ex D.F.K.Schltdl.
Rosaceae	Potentilla L.	Potentilla tanaitica W.J.Zinger, 1882
Rosaceae	Potentilla L.	Potentilla tangutorum Soják
Rosaceae	Potentilla L.	Potentilla taronensis C.Y.Wu ex T.T.Yu & C.L.Li
Rosaceae	Potentilla L.	Potentilla taurica Schur
Rosaceae	Potentilla L.	Potentilla taurica Willd. ex D.F.K.Schltdl.
Rosaceae	Potentilla L.	Potentilla taurica Zimmeter
Rosaceae	Potentilla L.	Potentilla tauricola H.Pesmen
Rosaceae	Potentilla L.	Potentilla tenerrima Rydb.
Rosaceae	Potentilla L.	Potentilla tenuis (Hand.-Mazz.) Soják
Rosaceae	Potentilla L.	Potentilla tephroleuca (Th.Wolf) B.Fedtsch.
Rosaceae	Potentilla L.	Potentilla tephroserica Juz.
Rosaceae	Potentilla L.	Potentilla tergemina Soják
Rosaceae	Potentilla L.	Potentilla tericholica Sobolevsk.
Rosaceae	Potentilla L.	Potentilla tetrandra (Bunge) Bunge ex Hook.fil.
Rosaceae	Potentilla L.	Potentilla thurberi A.Gray
Rosaceae	Potentilla L.	Potentilla thurberi A.Gray ex Lehm.
Rosaceae	Potentilla L.	Potentilla thuringiaca Bernh.
Rosaceae	Potentilla L.	Potentilla thuringiaca Bernh. ex Link
Rosaceae	Potentilla L.	Potentilla thyraica Błocki
Rosaceae	Potentilla L.	Potentilla thyrsiflora Hülsen ex Zimmeter
Rosaceae	Potentilla L.	Potentilla thyrsiflora Kern.
Rosaceae	Potentilla L.	Potentilla tianschanica Th.Wolf
Rosaceae	Potentilla L.	Potentilla tilingii (Regel) Greene
Rosaceae	Potentilla L.	Potentilla tiroliensis Zimm. ex Kern.
Rosaceae	Potentilla L.	Potentilla tobolensis Pavlov
Rosaceae	Potentilla L.	Potentilla togashii Ohwi
Rosaceae	Potentilla L.	Potentilla tollii Trautv.
Rosaceae	Potentilla L.	Potentilla tomasii Müll.Berol., 1852
Rosaceae	Potentilla L.	Potentilla tomentosa Ten.
Rosaceae	Potentilla L.	Potentilla tommasiniana Ardoino
Rosaceae	Potentilla L.	Potentilla tommasiniana Th.Wolf ex Juz.
Rosaceae	Potentilla L.	Potentilla topolkae Micevski
Rosaceae	Potentilla L.	Potentilla tormentilla Nestl.
Rosaceae	Potentilla L.	Potentilla tormentilla Schrank
Rosaceae	Potentilla L.	Potentilla tormentilla Sibth.
Rosaceae	Potentilla L.	Potentilla tormentilla-elatior Tratt.
Rosaceae	Potentilla L.	Potentilla tormentilla-erecta B.D.Jacks.
Rosaceae	Potentilla L.	Potentilla tormentilla-erecta Scop., 1771
Rosaceae	Potentilla L.	Potentilla tormentilla-formosa Tongue ex Loudon, 1839
Rosaceae	Potentilla L.	Potentilla tormentilloides J.Mayer
Rosaceae	Potentilla L.	Potentilla tormentilloides J.Mayer ex Tausch.
Rosaceae	Potentilla L.	Potentilla tormentilloides Lange ex Nyman
Rosaceae	Potentilla L.	Potentilla tormentilloreptans Gren.
Rosaceae	Potentilla L.	Potentilla tornezyana Maire
Rosaceae	Potentilla L.	Potentilla tossiensis Siegfr.
Rosaceae	Potentilla L.	Potentilla tossiensis Siegfr. ex Th.Wolf
Rosaceae	Potentilla L.	Potentilla townsendii Rydb.
Rosaceae	Potentilla L.	Potentilla toyamensis Naruh. & T.Sato
Rosaceae	Potentilla L.	Potentilla transsylvanica Schur ex André
Rosaceae	Potentilla L.	Potentilla tridentula Velen.
Rosaceae	Potentilla L.	Potentilla trifoliolata Beck
Rosaceae	Potentilla L.	Potentilla trilobata Poir.
Rosaceae	Potentilla L.	Potentilla trina A.Nelson
Rosaceae	Potentilla L.	Potentilla truncata (Rydb.) Jeps.
Rosaceae	Potentilla L.	Potentilla tschimganica Soják
Rosaceae	Potentilla L.	Potentilla tschukotica Jurtzev & V.V.Petrovsky
Rosaceae	Potentilla L.	Potentilla tuberculata Porta
Rosaceae	Potentilla L.	Potentilla tuberculifera J.Z.Dong
Rosaceae	Potentilla L.	Potentilla tucumanensis A.Castagnaro & M.Arias bis
Rosaceae	Potentilla L.	Potentilla tularensis J.T.Howell
Rosaceae	Potentilla L.	Potentilla turczaninoviana Stschegl.
Rosaceae	Potentilla L.	Potentilla turczaninowiana Stschegl.
Rosaceae	Potentilla L.	Potentilla turfosoides H.Ikeda & H.Ohba
Rosaceae	Potentilla L.	Potentilla turgaica Soják
Rosaceae	Potentilla L.	Potentilla turicensis Siegfr. ex R.Keller
Rosaceae	Potentilla L.	Potentilla turkestanica Soják
Rosaceae	Potentilla L.	Potentilla tuvinica Artemov
Rosaceae	Potentilla L.	Potentilla tweedyi (Rydb.) Howell
Rosaceae	Potentilla L.	Potentilla tyrolensis Scop.
Rosaceae	Potentilla L.	Potentilla tytthantha (Soják) Kechaykin
Rosaceae	Potentilla L.	Potentilla uliginosa B.C.Johnst. & Ertter
Rosaceae	Potentilla L.	Potentilla ulrichii Parolly & Nordt
Rosaceae	Potentilla L.	Potentilla umbrosa Steven
Rosaceae	Potentilla L.	Potentilla umbrosa Steven ex M.Bieb.
Rosaceae	Potentilla L.	Potentilla umbrosaeformis Siegfr. & Albov ex Albov
Rosaceae	Potentilla L.	Potentilla unguiculata (A.Gray) Greene
Rosaceae	Potentilla L.	Potentilla uniflora Ledeb.
Rosaceae	Potentilla L.	Potentilla utahensis (S.Watson) Greene
Rosaceae	Potentilla L.	Potentilla vahliana Lehm.
Rosaceae	Potentilla L.	Potentilla valdepubens Jord. ex Verl.
Rosaceae	Potentilla L.	Potentilla valderia L.
Rosaceae	Potentilla L.	Potentilla valderia Vill.
Rosaceae	Potentilla L.	Potentilla validula Gand.
Rosaceae	Potentilla L.	Potentilla variabilis Klotzsch
Rosaceae	Potentilla L.	Potentilla varzobica Kamelin
Rosaceae	Potentilla L.	Potentilla verna L.
Rosaceae	Potentilla L.	Potentilla verna Lehm.
Rosaceae	Potentilla L.	Potentilla verna Maly
Rosaceae	Potentilla L.	Potentilla verna Mert. & W.D.J.Koch
Rosaceae	Potentilla L.	Potentilla verna Zimmeter
Rosaceae	Potentilla L.	Potentilla vernalis Jord. ex Verl.
Rosaceae	Potentilla L.	Potentilla vernalis Salisb.
Rosaceae	Potentilla L.	Potentilla veronensis Zimmeter
Rosaceae	Potentilla L.	Potentilla versicolor Rydb.
Rosaceae	Potentilla L.	Potentilla verticillaris Stephan ex Willd.
Rosaceae	Potentilla L.	Potentilla vialis Gand.
Rosaceae	Potentilla L.	Potentilla villifera Jord. ex Verl.
Rosaceae	Potentilla L.	Potentilla villosa Haller f. ex Lehm.
Rosaceae	Potentilla L.	Potentilla villosa Pall. ex Pursh
Rosaceae	Potentilla L.	Potentilla viminea Schrad. ex Lehm.
Rosaceae	Potentilla L.	Potentilla vindobonensis Zimm. ex Kern.
Rosaceae	Potentilla L.	Potentilla virgata Lehm.
Rosaceae	Potentilla L.	Potentilla viridescens Gand.
Rosaceae	Potentilla L.	Potentilla viridior Rydb.
Rosaceae	Potentilla L.	Potentilla viscosa Steud., 1821
Rosaceae	Potentilla L.	Potentilla visianii Pancic
Rosaceae	Potentilla L.	Potentilla vitodurensis Siegfr., 1889
Rosaceae	Potentilla L.	Potentilla volgarica Juz.
Rosaceae	Potentilla L.	Potentilla vorobievii Nechaeva & Soják
Rosaceae	Potentilla L.	Potentilla vreelandii Rydb.
Rosaceae	Potentilla L.	Potentilla vulcanicola Juz.
Rosaceae	Potentilla L.	Potentilla vvedenskyi Botsch.
Rosaceae	Potentilla L.	Potentilla waisbeckeri Bl
Rosaceae	Potentilla L.	Potentilla waisbeckeri Błocki ex Th.Wolf
Rosaceae	Potentilla L.	Potentilla waisbeckeri Siegfr. ex Oborný
Rosaceae	Potentilla L.	Potentilla wallichiana Ser.
Rosaceae	Potentilla L.	Potentilla webberi (A.Gray) Greene
Rosaceae	Potentilla L.	Potentilla weddellii J.F.Macbr.
Rosaceae	Potentilla L.	Potentilla wheeleri S.Watson
Rosaceae	Potentilla L.	Potentilla wilderae (Parish) Munz & I.M.Johnst.
Rosaceae	Potentilla L.	Potentilla williamsii Soják
Rosaceae	Potentilla L.	Potentilla wimanniana Spreng. ex Günther & Schummel
Rosaceae	Potentilla L.	Potentilla wismariensis T.Gregor & Henker
Rosaceae	Potentilla L.	Potentilla wolnyi Kit. ex Rochel
Rosaceae	Potentilla L.	Potentilla wrangelii V.V.Petrovsky
Rosaceae	Potentilla L.	Potentilla xerophila Jord. ex Verl.
Rosaceae	Potentilla L.	Potentilla xizangensis T.T.Yu & C.L.Li
Rosaceae	Potentilla L.	Potentilla yadonii (Ertter) Mosyakin & Shiyan
Rosaceae	Potentilla L.	Potentilla yokusniana Makino, 1910
Rosaceae	Potentilla L.	Potentilla zapateriana Pau
Rosaceae	Potentilla L.	Potentilla zhangbeiensis Yo.Zhang & Z.T.Yin
Rosaceae	Potentilla L.	Potentilla zichyi Szontágh
Rosaceae	Potentilla L.	Potentilla ×adscendens Gremli
Rosaceae	Potentilla L.	Potentilla ×adulterina Domin
Rosaceae	Potentilla L.	Potentilla ×ala-arczae Soják
Rosaceae	Potentilla L.	Potentilla ×aleutica Soják
Rosaceae	Potentilla L.	Potentilla ×amtheris Huter. ex Siegfr.
Rosaceae	Potentilla L.	Potentilla ×amthoris Huter
Rosaceae	Potentilla L.	Potentilla ×angarensis Popov
Rosaceae	Potentilla L.	Potentilla ×angustiloba Yu & C.Y.Li
Rosaceae	Potentilla L.	Potentilla ×arctoalaskensis Jurtzev
Rosaceae	Potentilla L.	Potentilla ×arenicola Błocki
Rosaceae	Potentilla L.	Potentilla ×argolitana Nyár.
Rosaceae	Potentilla L.	Potentilla ×aurantiaca Soják
Rosaceae	Potentilla L.	Potentilla ×aurulenta Gremli
Rosaceae	Potentilla L.	Potentilla ×aurulenta Ruhmer
Rosaceae	Potentilla L.	Potentilla ×balatonensis Borbás
Rosaceae	Potentilla L.	Potentilla ×bayeri Domin
Rosaceae	Potentilla L.	Potentilla ×bazargica Prodan
Rosaceae	Potentilla L.	Potentilla ×beckii Murr
Rosaceae	Potentilla L.	Potentilla ×bellunensis Huter & Porta ex Zimmeter
Rosaceae	Potentilla L.	Potentilla ×bishkekensis Soják
Rosaceae	Potentilla L.	Potentilla ×blanda Soják
Rosaceae	Potentilla L.	Potentilla ×blockiana Borhidi
Rosaceae	Potentilla L.	Potentilla ×boetzkesii Murr
Rosaceae	Potentilla L.	Potentilla ×borealis Soják
Rosaceae	Potentilla L.	Potentilla ×boreocaucasica Kechaykin
Rosaceae	Potentilla L.	Potentilla ×brandisiana Siegfr.
Rosaceae	Potentilla L.	Potentilla ×brennia Huter ex A.Kern
Rosaceae	Potentilla L.	Potentilla ×breunia Huter
Rosaceae	Potentilla L.	Potentilla ×breunia Huter ex Zimmeter
Rosaceae	Potentilla L.	Potentilla ×budaiana J
Rosaceae	Potentilla L.	Potentilla ×budaiana Jáv.
Rosaceae	Potentilla L.	Potentilla ×burduja Prodan & Ţopa, 1950
Rosaceae	Potentilla L.	Potentilla ×burjatica Soják
Rosaceae	Potentilla L.	Potentilla ×burnatii Besse
Rosaceae	Potentilla L.	Potentilla ×buseri Siegfr. ex R.Keller
Rosaceae	Potentilla L.	Potentilla ×cajanderi Hiitonen
Rosaceae	Potentilla L.	Potentilla ×caliacrae Prodan
Rosaceae	Potentilla L.	Potentilla ×candriani Siegfr.
Rosaceae	Potentilla L.	Potentilla ×castriferrei Borbás & Waisb.
Rosaceae	Potentilla L.	Potentilla ×chamaeleo Soják
Rosaceae	Potentilla L.	Potentilla ×charpentieri Brügger
Rosaceae	Potentilla L.	Potentilla ×chemalensis Kechaykin
Rosaceae	Potentilla L.	Potentilla ×chionea Soják
Rosaceae	Potentilla L.	Potentilla ×chodatiana Paiche ex Siegfr.
Rosaceae	Potentilla L.	Potentilla ×chulensis Siegfr. & R.Keller ex Keller
Rosaceae	Potentilla L.	Potentilla ×ciesielskii Błocki
Rosaceae	Potentilla L.	Potentilla ×commixta Hausskn. ex Nyman
Rosaceae	Potentilla L.	Potentilla ×concinniformis Rydb.
Rosaceae	Potentilla L.	Potentilla ×confusa Prahl
Rosaceae	Potentilla L.	Potentilla ×cornazii Buser ex Zimmeter
Rosaceae	Potentilla L.	Potentilla ×coryletii Dalla Torre & Sarnth.
Rosaceae	Potentilla L.	Potentilla ×csatoi J
Rosaceae	Potentilla L.	Potentilla ×csatoi Jáv.
Rosaceae	Potentilla L.	Potentilla ×cultorum Bergmans
Rosaceae	Potentilla L.	Potentilla ×decipiens Jord. ex Verl.
Rosaceae	Potentilla L.	Potentilla ×delavayi P.Fourn.
Rosaceae	Potentilla L.	Potentilla ×desertii Prodan
Rosaceae	Potentilla L.	Potentilla ×dezhnevii Jurtzev
Rosaceae	Potentilla L.	Potentilla ×diskleii Naruh.
Rosaceae	Potentilla L.	Potentilla ×dispersa Hausskn. ex Nyman
Rosaceae	Potentilla L.	Potentilla ×diversifolia Lehm.
Rosaceae	Potentilla L.	Potentilla ×dolosa Hausskn. ex Zimmeter
Rosaceae	Potentilla L.	Potentilla ×dysgenes Th.Wolf
Rosaceae	Potentilla L.	Potentilla ×eastwoodiana Siegfr., 1908
Rosaceae	Potentilla L.	Potentilla ×echizenensis Naruh. & Tak.Sato
Rosaceae	Potentilla L.	Potentilla ×echizensis Naruh. & Tak.Sato
Rosaceae	Potentilla L.	Potentilla ×fialae Beck
Rosaceae	Potentilla L.	Potentilla ×fintelmanni Ed.Otto
Rosaceae	Potentilla L.	Potentilla ×fleischeri Domin & Podp.
Rosaceae	Potentilla L.	Potentilla ×frigidoides H.Lév.
Rosaceae	Potentilla L.	Potentilla ×gabarae Kolodziejek
Rosaceae	Potentilla L.	Potentilla ×gardneriana Scheidw.
Rosaceae	Potentilla L.	Potentilla ×gelmiana Siegfr.
Rosaceae	Potentilla L.	Potentilla ×geranioides Schleich. ex Zimmeter
Rosaceae	Potentilla L.	Potentilla ×gibelliana Siegfr.
Rosaceae	Potentilla L.	Potentilla ×gilgitica M.Shah & C.C.Wilcock
Rosaceae	Potentilla L.	Potentilla ×ginsiensis Waisb.
Rosaceae	Potentilla L.	Potentilla ×gorodkovii Jurtzev
Rosaceae	Potentilla L.	Potentilla ×graja Beyer
Rosaceae	Potentilla L.	Potentilla ×grandiloba M.Shah & C.C.Wilcock
Rosaceae	Potentilla L.	Potentilla ×gremblichii Gand. ex Murr
Rosaceae	Potentilla L.	Potentilla ×gremlii Zimmeter
Rosaceae	Potentilla L.	Potentilla ×habievii Kechaykin
Rosaceae	Potentilla L.	Potentilla ×hara-kurosawae (Naruh. & M.Sugim.) H.Ohashi
Rosaceae	Potentilla L.	Potentilla ×hegetschweileri Brügger
Rosaceae	Potentilla L.	Potentilla ×herbichii Blocki
Rosaceae	Potentilla L.	Potentilla ×hoelzii Błocki, 1892
Rosaceae	Potentilla L.	Potentilla ×hopwoodiana Sweet
Rosaceae	Potentilla L.	Potentilla ×ibrahimiana Maire
Rosaceae	Potentilla L.	Potentilla ×ilvensis Prodan
Rosaceae	Potentilla L.	Potentilla ×insularis Soják
Rosaceae	Potentilla L.	Potentilla ×intercedens Hausskn. ex Nyman
Rosaceae	Potentilla L.	Potentilla ×intermedia Hegetschw.
Rosaceae	Potentilla L.	Potentilla ×intermedia Tratt.
Rosaceae	Potentilla L.	Potentilla ×italica Lehm.
Rosaceae	Potentilla L.	Potentilla ×ivanoviae Peshkova
Rosaceae	Potentilla L.	Potentilla ×jaeggiana Siegfr. ex R.Keller
Rosaceae	Potentilla L.	Potentilla ×jakovlevii Kechaykin & Shmakov
Rosaceae	Potentilla L.	Potentilla ×juradensis Zimmeter
Rosaceae	Potentilla L.	Potentilla ×kaeseri Siegfr.
Rosaceae	Potentilla L.	Potentilla ×kelleri Siegfr. ex R.Keller
Rosaceae	Potentilla L.	Potentilla ×kerneri Borbás
Rosaceae	Potentilla L.	Potentilla ×kluckii Bl
Rosaceae	Potentilla L.	Potentilla ×kluckii Błocki ex Th.Wolf
Rosaceae	Potentilla L.	Potentilla ×lasiothrix Beck
Rosaceae	Potentilla L.	Potentilla ×lenae Soják
Rosaceae	Potentilla L.	Potentilla ×leteae Prodan
Rosaceae	Potentilla L.	Potentilla ×ligurica Siegfr.
Rosaceae	Potentilla L.	Potentilla ×mackayana Sweet
Rosaceae	Potentilla L.	Potentilla ×macnabiana Lem.
Rosaceae	Potentilla L.	Potentilla ×macropoda Soják
Rosaceae	Potentilla L.	Potentilla ×masakii Naruh.
Rosaceae	Potentilla L.	Potentilla ×matraensis Borbás
Rosaceae	Potentilla L.	Potentilla ×menziesii Paxton
Rosaceae	Potentilla L.	Potentilla ×mermodii Siegfr. ex R.Keller
Rosaceae	Potentilla L.	Potentilla ×micans Hausskn. ex Nyman
Rosaceae	Potentilla L.	Potentilla ×microcontigua H.Ikeda & H.Ohba
Rosaceae	Potentilla L.	Potentilla ×micropeduncularis H.Ikeda & H.Ohba
Rosaceae	Potentilla L.	Potentilla ×mixta Nolte ex Rchb.
Rosaceae	Potentilla L.	Potentilla ×moeszii J
Rosaceae	Potentilla L.	Potentilla ×moravica Dostál
Rosaceae	Potentilla L.	Potentilla ×mulleri Lem.
Rosaceae	Potentilla L.	Potentilla ×murbeckii Domin
Rosaceae	Potentilla L.	Potentilla ×murithii Besse ex R.Keller
Rosaceae	Potentilla L.	Potentilla ×murrayi Jurtzev
Rosaceae	Potentilla L.	Potentilla ×musashinoana Makino
Rosaceae	Potentilla L.	Potentilla ×mutabilis Sojak
Rosaceae	Potentilla L.	Potentilla ×mutinensis Siegfr.
Rosaceae	Potentilla L.	Potentilla ×nebulosa Danihelka & Soják
Rosaceae	Potentilla L.	Potentilla ×neumanniana Wimm.
Rosaceae	Potentilla L.	Potentilla ×nitidula Błocki
Rosaceae	Potentilla L.	Potentilla ×okensis Petunn.
Rosaceae	Potentilla L.	Potentilla ×olchonensis Peschkova
Rosaceae	Potentilla L.	Potentilla ×opacacinerea Ritschl
Rosaceae	Potentilla L.	Potentilla ×paicheana Siegfr.
Rosaceae	Potentilla L.	Potentilla ×paicheiana Siegfr.
Rosaceae	Potentilla L.	Potentilla ×pannifolia Liou & C.Y.Li
Rosaceae	Potentilla L.	Potentilla ×pantotricha Soják
Rosaceae	Potentilla L.	Potentilla ×pedatoides Hausskn. ex Nyman
Rosaceae	Potentilla L.	Potentilla ×pelagoniensis Bornm.
Rosaceae	Potentilla L.	Potentilla ×pennina Gremli
Rosaceae	Potentilla L.	Potentilla ×permixta Waisb.
Rosaceae	Potentilla L.	Potentilla ×petrovskyi Soják
Rosaceae	Potentilla L.	Potentilla ×peyritschii Sünd.
Rosaceae	Potentilla L.	Potentilla ×peyritschii Zimmeter
Rosaceae	Potentilla L.	Potentilla ×poloniensis Zimmeter
Rosaceae	Potentilla L.	Potentilla ×polyjosephiana H.Ikeda & H.Ohba
Rosaceae	Potentilla L.	Potentilla ×porphyracea F.Saut.
Rosaceae	Potentilla L.	Potentilla ×prilepiensis Bornm.
Rosaceae	Potentilla L.	Potentilla ×prostrata Gremli
Rosaceae	Potentilla L.	Potentilla ×prostrata Rottb.
Rosaceae	Potentilla L.	Potentilla ×protea Soják
Rosaceae	Potentilla L.	Potentilla ×pseudoherbichii Bl
Rosaceae	Potentilla L.	Potentilla ×pseudoherbichii Błocki ex Zimmeter
Rosaceae	Potentilla L.	Potentilla ×recensita Soják
Rosaceae	Potentilla L.	Potentilla ×reineckei Sagorski
Rosaceae	Potentilla L.	Potentilla ×reptantitormentilla Gren.
Rosaceae	Potentilla L.	Potentilla ×rhaetica Brügger
Rosaceae	Potentilla L.	Potentilla ×rhipidophylla Soják
Rosaceae	Potentilla L.	Potentilla ×riddensis Besse ex F.T.Wolf
Rosaceae	Potentilla L.	Potentilla ×russelliana Sweet
Rosaceae	Potentilla L.	Potentilla ×safronoviae Jurtzev & Soják
Rosaceae	Potentilla L.	Potentilla ×sapiehae Błocki ex Zimmeter
Rosaceae	Potentilla L.	Potentilla ×savulescui Prodan
Rosaceae	Potentilla L.	Potentilla ×scandica Soják
Rosaceae	Potentilla L.	Potentilla ×scardicola Bornm.
Rosaceae	Potentilla L.	Potentilla ×scholziana Callier
Rosaceae	Potentilla L.	Potentilla ×schroeteri Siegfr.
Rosaceae	Potentilla L.	Potentilla ×semiargentea Borbás ex Zimmeter
Rosaceae	Potentilla L.	Potentilla ×semihirta Prodan
Rosaceae	Potentilla L.	Potentilla ×sericantissima Bornm.
Rosaceae	Potentilla L.	Potentilla ×skofitzii Błocki ex Zimmeter
Rosaceae	Potentilla L.	Potentilla ×slendzinskii Błocki
Rosaceae	Potentilla L.	Potentilla ×smoutii Lem.
Rosaceae	Potentilla L.	Potentilla ×solitaria Soják
Rosaceae	Potentilla L.	Potentilla ×sooi Borhidi & Isépy
Rosaceae	Potentilla L.	Potentilla ×splendens Ramond ex DC.
Rosaceae	Potentilla L.	Potentilla ×splendens W.D.J.Koch
Rosaceae	Potentilla L.	Potentilla ×spuria A.Kern.
Rosaceae	Potentilla L.	Potentilla ×stiriaca Hayek
Rosaceae	Potentilla L.	Potentilla ×subarenaria Borbás ex Zimmeter
Rosaceae	Potentilla L.	Potentilla ×subargentea Borb
Rosaceae	Potentilla L.	Potentilla ×subargentea Borbás ex Zimmeter
Rosaceae	Potentilla L.	Potentilla ×subargentea Krock.
Rosaceae	Potentilla L.	Potentilla ×subcanescens Waisb.
Rosaceae	Potentilla L.	Potentilla ×subdigitata T.T.Yu & C.L.Li
Rosaceae	Potentilla L.	Potentilla ×suberecta Jord. ex Schur
Rosaceae	Potentilla L.	Potentilla ×subnivalis Brügger
Rosaceae	Potentilla L.	Potentilla ×subnivalis Brügger ex Besse
Rosaceae	Potentilla L.	Potentilla ×subrubens Borb
Rosaceae	Potentilla L.	Potentilla ×subrubens Borbás ex Zimmeter
Rosaceae	Potentilla L.	Potentilla ×subternata Brügger
Rosaceae	Potentilla L.	Potentilla ×subtrijuga (Th.Wolf) Juz.
Rosaceae	Potentilla L.	Potentilla ×sulphurascens Hand.-Mazz.
Rosaceae	Potentilla L.	Potentilla ×superargentea Waisb.
Rosaceae	Potentilla L.	Potentilla ×superargentea Waisb. ex Oborný
Rosaceae	Potentilla L.	Potentilla ×szaboi Gáyer
